TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
PX-381-15,Positive,patched,Allowance-Charge,381,Tax Credit Note,Z,Standard,G,AED,volume-discount CN + Z,pint-creditnote/Volume-discount-credit-note.xml,catalog_xml/PX-381-15.xml,RECALC: categories->Z; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-480-01,Positive,patched,Transaction-Flag,480,Commercial Invoice,E,Continuous,n/a,AED,Continuous (pos5); cat E unchanged,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-01.xml,set /Invoice/cbc:ProfileExecutionID = 00001000,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-480-02,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,buyer not-onboarded endpoint 98,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-02.xml,set /Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID = 9900000098,VALID,,,,,,PASS,,VERIFIED,Guidelines §10.2.2,
PX-480-03,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,seller legal-reg EID,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-03.xml,attr /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b A1,
PX-480-04,Positive,patched,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,outside-scope commercial re-seed(native O example),pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/PX-480-04.xml,(no patch),VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-480-05,Positive,patched,Tax-Category,480,Commercial Invoice,Z,Standard,n/a,AED,zero-rated commercial,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-05.xml,RECALC: categories->Z; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-480-06,Positive,patched,Transaction-Flag,480,Commercial Invoice,E,FTZ,n/a,AED,FTZ→Beneficiary,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-06.xml,set cbc:ProfileExecutionID = 10000000 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = E ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = E ; add . (<cac:BuyerCustomerParty><cac:Party><cac:PartyIdentification><cbc:ID>BEN-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:BuyerCustomerParty>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-480-07,Positive,patched,Transaction-Flag,480,Commercial Invoice,Z,Exports,n/a,AED,Exports→deliver-to(non-AE),pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-07.xml,set cbc:ProfileExecutionID = 00000001 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-480-08,Positive,patched,Transaction-Flag,480,Commercial Invoice,E,Agent,n/a,AED,Agent→principal(≠sellerVAT),pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-08.xml,set cbc:ProfileExecutionID = 00000100 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = E ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = E ; add . (<cac:SellerSupplierParty><cac:Party><cac:PartyIdentification><cbc:ID>PRINCIPAL-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:SellerSupplierParty>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-480-09,Positive,patched,Transaction-Flag,480,Commercial Invoice,E,eComm,n/a,AED,eComm→deliver-to(AE),pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-09.xml,set cbc:ProfileExecutionID = 00000010 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = E ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = E ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>AE</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-480-10,Positive,patched,Transaction-Flag,480,Commercial Invoice,Z,FTZ+Exports,n/a,AED,FTZ→Beneficiary; Exports→deliver-to(non-AE),pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-10.xml,set cbc:ProfileExecutionID = 10000001 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:BuyerCustomerParty><cac:Party><cac:PartyIdentification><cbc:ID>BEN-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:BuyerCustomerParty>) ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-480-11,Positive,patched,Currency/FX,480,Commercial Invoice,E,Standard,n/a,USD,currency!=AED commercial,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-11.xml,RECALC: set DocumentCurrencyCode=USD; add TaxCurrencyCode AED; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-480-12,Positive,patched,Item/Classification,480,Commercial Invoice,E,Standard,n/a,AED,item Goods,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-12.xml,RECALC: set Item CommodityCode=G,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-480-13,Positive,patched,Allowance-Charge,480,Commercial Invoice,O,Continuous,n/a,AED,doc-level allowance O + Continuous,pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/PX-480-13.xml,set /Invoice/cbc:ProfileExecutionID = 00001000,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b D1,
PX-480-14,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,seller TIN-only commercial path,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-14.xml,RECALC: seller TIN-only (replace PartyTaxScheme TRN with TIN),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b A2,
PX-480-15,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,buyer legal-reg PAS,pint-invoice/Commercial invoice.xml,catalog_xml/PX-480-15.xml,RECALC: attr buyer PartyLegalEntity CompanyID @schemeAgencyID=PAS; add issuing country,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b A1,
PX-81-01,Positive,patched,Codelist-Value,81,Commercial Credit Note,E,Standard,G,AED,commercial CN exempt,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-01.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E + exemption reason; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-81-02,Positive,patched,Tax-Category,81,Commercial Credit Note,O,Standard,G,AED,commercial CN outside-scope,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-02.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->O; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-81-03,Positive,patched,Tax-Category,81,Commercial Credit Note,Z,Standard,G,AED,commercial CN zero-rated,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-03.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->Z; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-81-04,Positive,patched,Transaction-Flag,81,Commercial Credit Note,E,Agent,G,AED,Agent→principal(≠sellerVAT),pint-creditnote/Disclosed agent billing tax credit note.xml,catalog_xml/PX-81-04.xml,set cbc:ProfileExecutionID = 00000100 ; set cbc:CreditNoteTypeCode = 81 ; set cac:CreditNoteLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = E ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = E,VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-81-05,Positive,patched,Allowance-Charge,81,Commercial Credit Note,E,Standard,G,AED,commercial volume-discount CN,pint-creditnote/Volume-discount-credit-note.xml,catalog_xml/PX-81-05.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E + exemption; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-81-06,Positive,patched,References/Dates,81,Commercial Credit Note,E,Standard,G,AED,commercial CN multi-ref,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-06.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E; dup BillingReference (multi-ref); recompute,VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#3,
PX-81-07,Positive,patched,Transaction-Flag,81,Commercial Credit Note,Z,Exports,G,AED,Exports→deliver-to(non-AE),pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-07.xml,set cbc:ProfileExecutionID = 00000001 ; set cbc:CreditNoteTypeCode = 81 ; set cac:CreditNoteLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-81-08,Positive,patched,Tax-Category,81,Commercial Credit Note,E,Standard,G,AED,commercial CN partial,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-08.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E; reduce to partial,VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#4,
PX-81-09,Positive,patched,Currency/FX,81,Commercial Credit Note,E,Standard,G,USD,commercial CN foreign currency,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-09.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E; DocumentCurrencyCode=USD + TaxCurrency AED,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-81-10,Positive,patched,Item/Classification,81,Commercial Credit Note,E,Standard,G,AED,commercial CN item Goods,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-81-10.xml,set /CreditNote/cbc:CreditNoteTypeCode = 81 ; RECALC: categories->E; Item CommodityCode=G,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-389-01,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,S,Continuous,G,AED,Continuous (pos5); cat S,sb-invoice/Self Billing.xml,catalog_xml/PX-389-01.xml,set /Invoice/cbc:ProfileExecutionID = 00001000,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-389-02,Positive,patched,Party/Identifier,389,Self-Billing Invoice,S,Standard,G,AED,seller legal-reg EID,sb-invoice/Self Billing.xml,catalog_xml/PX-389-02.xml,attr /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b A1,
PX-389-03,Positive,patched,Party/Identifier,389,Self-Billing Invoice,S,Standard,G,AED,buyer not-onboarded endpoint 98,sb-invoice/Self Billing.xml,catalog_xml/PX-389-03.xml,set /Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID = 9900000098,VALID,,,,,,PASS,,VERIFIED,Guidelines §10.2.2,
PX-389-04,Positive,patched,Tax-Category,389,Self-Billing Invoice,Z,Standard,G,AED,SB zero-rated,sb-invoice/Self Billing.xml,catalog_xml/PX-389-04.xml,RECALC: categories->Z; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-389-05,Positive,patched,Tax-Category,389,Self-Billing Invoice,AE,Standard,G,AED,SB reverse-charge,sb-invoice/Self Billing.xml,catalog_xml/PX-389-05.xml,RECALC: categories->AE + RCM goods-type+narrative; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-389-06,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,S,FTZ,G,AED,SB FTZ,sb-invoice/Self Billing.xml,catalog_xml/PX-389-06.xml,set /Invoice/cbc:ProfileExecutionID = 10000000 ; add . (<cac:BuyerCustomerParty><cac:Party><cac:PartyIdentification><cbc:ID>AE-BEN-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:BuyerCustomerParty>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-389-07,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,S,Summary,G,AED,SB summary,sb-invoice/Self Billing.xml,catalog_xml/PX-389-07.xml,set /Invoice/cbc:ProfileExecutionID = 00010000 ; add . (<cac:InvoicePeriod><cbc:StartDate>2025-01-01</cbc:StartDate><cbc:EndDate>2025-01-31</cbc:EndDate></cac:InvoicePeriod>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-389-08,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,S,Agent,G,AED,SB agent,sb-invoice/Self Billing.xml,catalog_xml/PX-389-08.xml,set /Invoice/cbc:ProfileExecutionID = 00000100 ; add . (<cac:SellerSupplierParty><cac:Party><cac:PartyIdentification><cbc:ID>155667745601003</cbc:ID></cac:PartyIdentification></cac:Party></cac:SellerSupplierParty>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-389-09,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,Z,Exports,G,AED,Exports→deliver-to(non-AE),sb-invoice/Self Billing.xml,catalog_xml/PX-389-09.xml,set cbc:ProfileExecutionID = 00000001 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-389-10,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,S,eComm,G,AED,SB e-commerce,sb-invoice/Self Billing.xml,catalog_xml/PX-389-10.xml,set /Invoice/cbc:ProfileExecutionID = 00000010 ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Delivery Street</cbc:StreetName><cbc:CityName>Dubai</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>AE</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-389-11,Positive,patched,Currency/FX,389,Self-Billing Invoice,S,Standard,G,USD,SB foreign currency,sb-invoice/Self Billing.xml,catalog_xml/PX-389-11.xml,RECALC: DocumentCurrencyCode=USD + TaxCurrency AED; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-389-12,Positive,patched,Item/Classification,389,Self-Billing Invoice,S,Standard,S,AED,SB item Services,sb-invoice/Self Billing.xml,catalog_xml/PX-389-12.xml,"set /Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:CommodityCode = S ; add /Invoice/cac:InvoiceLine/cac:Item (<cac:AdditionalItemIdentification><cbc:ID schemeID=""SAC"">997331</cbc:ID></cac:AdditionalItemIdentification>)",VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-389-13,Positive,patched,Transaction-Flag,389,Self-Billing Invoice,Z,FTZ+Exports,G,AED,FTZ→Beneficiary; Exports→deliver-to(non-AE),sb-invoice/Self Billing.xml,catalog_xml/PX-389-13.xml,set cbc:ProfileExecutionID = 10000001 ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:BuyerCustomerParty><cac:Party><cac:PartyIdentification><cbc:ID>BEN-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:BuyerCustomerParty>) ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-261-01,Positive,patched,Transaction-Flag,261,Self-Billing Credit Note,S,Continuous,G,AED,Continuous; CN reason+ref in seed,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-01.xml,set /CreditNote/cbc:ProfileExecutionID = 00001000,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-261-02,Positive,patched,Party/Identifier,261,Self-Billing Credit Note,S,Standard,G,AED,seller legal-reg EID,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-02.xml,attr /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b A1,
PX-261-03,Positive,patched,References/Dates,261,Self-Billing Credit Note,S,Standard,G,AED,SB CN multi-reference,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-03.xml,dup /CreditNote/cac:BillingReference ; set /CreditNote/cac:BillingReference[2]/cac:InvoiceDocumentReference/cbc:ID = SB-Sample-03,VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#3,
PX-261-04,Positive,patched,Allowance-Charge,261,Self-Billing Credit Note,S,Standard,G,AED,SB CN volume-discount,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-04.xml,set /CreditNote/cac:DiscrepancyResponse/cbc:ResponseCode = VD ; del /CreditNote/cac:BillingReference,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-261-05,Positive,patched,Tax-Category,261,Self-Billing Credit Note,Z,Standard,G,AED,SB CN zero-rated,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-05.xml,RECALC: categories->Z; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-261-06,Positive,patched,Tax-Category,261,Self-Billing Credit Note,AE,Standard,G,AED,SB CN reverse-charge,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-06.xml,RECALC: categories->AE + RCM; recompute,VALID,,,,,,PASS,,VERIFIED,scenario-axes §3,
PX-261-07,Positive,patched,Transaction-Flag,261,Self-Billing Credit Note,S,Agent,G,AED,SB CN agent,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-07.xml,set /CreditNote/cbc:ProfileExecutionID = 00000100 ; add . (<cac:SellerSupplierParty><cac:Party><cac:PartyIdentification><cbc:ID>155667745601003</cbc:ID></cac:PartyIdentification></cac:Party></cac:SellerSupplierParty>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
PX-261-08,Positive,patched,Transaction-Flag,261,Self-Billing Credit Note,Z,Exports,G,AED,Exports→deliver-to(non-AE),sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-08.xml,set cbc:ProfileExecutionID = 00000001 ; set cac:CreditNoteLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = Z ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID = Z ; add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Deliver St</cbc:StreetName><cbc:CityName>City</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>US</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,recalc_fixes: flag now applied + companion,
PX-261-09,Positive,patched,Tax-Category,261,Self-Billing Credit Note,S,Standard,G,AED,SB CN partial,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-09.xml,RECALC: reduce to partial credit,VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#4,
PX-261-10,Positive,patched,Currency/FX,261,Self-Billing Credit Note,S,Standard,G,USD,SB CN foreign currency,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-10.xml,RECALC: DocumentCurrencyCode=USD + TaxCurrency AED,VALID,,,,,,PASS,,VERIFIED,scenario-axes §1,
PX-261-11,Positive,patched,Transaction-Flag,261,Self-Billing Credit Note,S,FTZ,G,AED,SB CN FTZ,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-261-11.xml,set /CreditNote/cbc:ProfileExecutionID = 10000000 ; add . (<cac:BuyerCustomerParty><cac:Party><cac:PartyIdentification><cbc:ID>AE-BEN-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:BuyerCustomerParty>),VALID,,,,,,PASS,,VERIFIED,scenario-axes §2,
